,,ID,,Details,Reviews,Device Name
86,,87,,"BuildOSAndroid 13 OS UIOneUI 5.1 Dimensions158.2 x 76.7 x 8.2 mm Weight202 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsLime, Graphite, Violet, White Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500) 5G BandSA/NSA/Sub6/mmWave ProcessorCPUOcta-core (4 x 2.4 GHz Cortex-A78 + 4 x 2.0 GHz Cortex-A55) ChipsetExynos 1380 (5 nm) GPUMali-G68 MP5 DisplayTechnologySuper AMOLED Capacitive Touchscreen, Multitouch Size6.4 Inches Resolution1080 x 2340 Pixels (~403 PPI) Extra Features120Hz, 1000 nits (HBM) MemoryBuilt-in256GB Built-in, 8GB RAM CardmicroSDXC (uses shared SIM slot) CameraMainQuad Camera: 50 MP, f/1.8, (wide), PDAF, OIS + 12 MP, f/2.2, (ultrawide) + 5 MP, f/2.4, (macro), LED Flash Featurespanorama, HDR, Video (4K@30fps, 1080p@30/60fps, 720p@480fps) Front32 MP, f/2.2, 26mm (wide), 1/2.8"", Video (4K@30fps, 1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct Bluetoothv5.3 with A2DP, LE GPSYes + A-GPS support & Glonass, BDS, GALILEO, BDS USBUSB Type-C 2.0, OTG NFCYes DataGPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A, 5G capable FeaturesSensorsAccelerometer, Compass, Fingerprint (under display, optical), Gyro, Proximity, Virtual proximity sensing AudioSpeaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraNFC Yes (market/region dependent), IP67 dust/water resistant (up to 1m for 30 mins), Photo/video editor, Document viewer BatteryCapacity(Li-Po Non removable), 5000 mAh - Fast charging 25W wired
Build OS Android 13 OS  
UI OneUI 5.1  
Dimensions 158.2 x 76.7 x 8.2 mm  
Weight 202 g  
SIM Hybrid Dual SIM, Dual Standby, (Nano-SIM)  
Colors Lime, Graphite, Violet, White  
Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900  
3G Band HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100  
4G Band LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500)  
5G Band SA/NSA/Sub6/mmWave  
Processor CPU Octa-core (4 x 2.4 GHz Cortex-A78 + 4 x 2.0 GHz Cortex-A55)  
Chipset Exynos 1380 (5 nm)  
GPU Mali-G68 MP5  
Display Technology Super AMOLED Capacitive Touchscreen, Multitouch  
Size 6.4 Inches  
Resolution 1080 x 2340 Pixels (~403 PPI)  
Extra Features 120Hz, 1000 nits (HBM)  
Memory Built-in 256GB Built-in, 8GB RAM  
Card microSDXC (uses shared SIM slot)  
Camera Main Quad Camera: 50 MP, f/1.8, (wide), PDAF, OIS + 12 MP, f/2.2, (ultrawide) + 5 MP, f/2.4, (macro), LED Flash  
Features panorama, HDR, Video (4K@30fps, 1080p@30/60fps, 720p@480fps)  
Front 32 MP, f/2.2, 26mm (wide), 1/2.8"", Video (4K@30fps, 1080p@30fps)  
Connectivity WLAN Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct  
Bluetooth v5.3 with A2DP, LE  
GPS Yes + A-GPS support & Glonass, BDS, GALILEO, BDS  
USB USB Type-C 2.0, OTG  
NFC Yes  
Data GPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A, 5G capable  
Features Sensors Accelerometer, Compass, Fingerprint (under display, optical), Gyro, Proximity, Virtual proximity sensing  
Audio Speaker Phone  
Browser HTML5  
Messaging SMS(threaded view), MMS, Email, Push Mail, IM  
Games Built-in + Downloadable  
Torch Yes  
Extra NFC Yes (market/region dependent), IP67 dust/water resistant (up to 1m for 30 mins), Photo/video editor, Document viewer  
Battery Capacity (Li-Po Non removable), 5000 mAh  
- Fast charging 25W wired
Specifications of Samsung Galaxy A54 , 5G , 8GB Ram 256GB Rom , 6.4 Inches AMOLED Display 120Hz , 5000 mAh-Fast battery 25W wired
Brand No Brand SKU 429905632_PK-2047265791 Protection Corning Gorilla Glass 1 Year 2020 Number Of Cameras 3
What’s in the box 1 Data Cable + Mobile Set + 1 User Manual
VIEW LESS",[],"Samsung Galaxy A54 , 5G , 8GB Ram 256GB Rom , 6.4 Inches AMOLED Display 120Hz , 5000 mAh-Fast battery 25W wired"
87,,88,,"Samsung Galaxy A13 - 6.6"" Inch display - 4GB RAM
General
 
  
   Brand 
   Samsung 
  
  
   Model 
   A13 
  
  
   Release date 
    
  
  
   Launched 
    
  
  
   Form factor 
   Touchscreen 
  
  
   Body type 
    
  
  
   Battery capacity (mAh) 
   5000 
  
  
   Removable battery 
   No 
  
  
   Colors 
    
  
 

 

Display
 
  
   Screen size (inches) 
   6.6 
  
  
   Touchscreen 
   Yes 
  
 

 

Hardware
 
  
   Processor 
   Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55) 
  
   
   
   
   
   
   
   
 
VIEW MORE","[""Good Packing And Fast Delivery, Mob is Same As Shown. I'm satisfied from this seller (Shop-Tech Karachi). You shoud also buy from this seller🙂"", ""Good Packing And Fast Delivery, Mob is Same As Shown. I'm satisfied from this seller (Shop-Tech Karachi). You shoud also buy from this seller🙂"", ""Good Packing And Fast Delivery, Mob is Same As Shown. I'm satisfied from this seller (Shop-Tech Karachi). You shoud also buy from this seller🙂""]","Samsung Galaxy A13 - 6.6"" Inch display - 4GB RAM"
88,,89,,"General FeaturesRelease Date2023-03-13SIM SupportDual Sim, Dual Standby (Nano-SIM)Phone Dimensions164.2 x 75.7 x 8.3 mmPhone Weight187 gOperating SystemAndroid 12 OSDisplayScreen Size6.5 InchesScreen Resolution720 x 1600 PixelsScreen TypeIPS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory64 GBRAM4 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorUnisoc Tiger T612 (12 nm)GPUMali-G52 MP2
Battery
Type Li-Po Non removable, 5000 mAh
Camera
Front Camera 5 MP
Front Flash Light No
Front Video Recording 720p@30fps
Back Flash Light Yes
Back Camera 50 MP + 0.3 MP
Back Video Recording 1080p@30fps
Connectivity
Bluetooth Yes
3G Yes
4G/LTE Yes
5G No
Radio Yes
WiFi Yes
NFC No
6.5 InchesDisplay
VIEW MORE","[""I'm extremely satisfied with the mobile I ordered. The product is in great condition as shown on add, the service was excellent, and the delivery was incredibly fast, just two days after ordering. Thank you Daraz and Seller👍"", ""I'm extremely satisfied with the mobile I ordered. The product is in great condition as shown on add, the service was excellent, and the delivery was incredibly fast, just two days after ordering. Thank you Daraz and Seller👍"", ""I'm extremely satisfied with the mobile I ordered. The product is in great condition as shown on add, the service was excellent, and the delivery was incredibly fast, just two days after ordering. Thank you Daraz and Seller👍""]","Realme C33 , 4GB RAM 64GB ROM , Fingersensor , BackCamera 50MP , 5000mAh Battery"
89,,90,,"• 6 inch Full HD display with Corning Gorilla Glass 5
• Sleek metal body design with ultra slim profile
• Octa-core processor for fast and smooth performance
• 8GB RAM and 128GB storage for ample space
• Dual 2160p cameras for high quality photos and videos
• 5000mAh+ battery with fast charging technology
• Dual Nano SIM slots for added convenience
• E-warranty and headphone jack included
General Features
Release Date 2023-06-12
SIM Support Dual Sim, Dual Standby
Phone Dimensions 164.6x75.8x9.2 mm
Phone Weight N/A
Operating System Android 12
Display
Screen Size 6.52 inches
Screen Resolution 720 x 1600 pixels
Screen Type IPS LCD Capacitive Touchscreen, 16M Colors, Multitouch
Screen Protection N/A
Memory
Internal Memory 128 GB
RAM 8 GB
Card Slot Yes
Performance
Processor Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)
GPU MediaTek Helio G25 (12 nm) GPU PowerVR GE8320
Battery
Type 5000 mAh
Camera
Front Camera 13 MP
Front Flash Light No
Front Video Recording Yes
Back Flash Light Yes
Back Camera 50 MP
Back Video Recording Yes
Connectivity
Bluetooth Yes
3G Yes
4G/LTE Yes
VIEW MORE",[],"Sparx Neo 7 Ultra 128GB ROM 8GB RAM Battery: 5000mAh Display: 6.52"" PTA APPROVED OFFICIAL BRAND WARRANTY"
90,,91,,"Infinix Hot 30 detailed specificationsBuildOSAndroid 13 OS UIXOS 12.6 Dimensions168.7 x 76.6 x 8.4 mm Weight196 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsRacing Black, Surfing Green, Sonic White, Free Fire Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 8(900), 38(2600), 40(2300), 41(2500) ProcessorCPUOcta-core (2 x 2.0 GHz Cortex-A75 + 6 x 1.8 GHz Cortex-A55) ChipsetMediatek Helio G88 (12nm) GPUMali-G52 MC2 DisplayTechnologyIPS LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.78 Inches Resolution1080 x 2408 Pixels (~389 PPI) Extra Features90Hz, 500 nits (typ), 600 nits (peak) MemoryBuilt-in128GB Built-in, 8GB RAM (+8GB of Extended RAM ) CardmicroSDXC (dedicated slot) CameraMainDual Camera: 50 MP, f/1.6, (wide), 1/2.55"", AF + 0.08 MP, (depth), Quad LED Flash Featuresautofocus, Continuous shooting, Digital zoom, Face detection, HDR, Panorama, Video (1440p@30fps, 1080p@30fps) Front8 MP, f/2.5, (wide), Dual LED Flash, Video (1080p@30fps) ConnectivityWLANWi-Fi 802.11 a/b/g/n/ac, dual-band Bluetoothv5.0 with A2DP, LE GPSYes + A-GPS support RadioFM Radio USBUSB Type-C 2.0, OTG NFCNo DataGPRS, Edge, 3G (HSPA 42.2/5.76 Mbps, 4G (LTE Cat4 150/50 Mbps) FeaturesSensorsAccelerometer, Compass, Fingerprint (side-mounted), Proximity Audio3.5mm Audio Jack, 24-bit/192kHz audio, Speaker Phone BrowserHTML5 MessagingSMS(threaded view), MMS, Email, Push Mail, IM GamesBuilt-in + Downloadable TorchYes ExtraGlass front, plastic frame, plastic back, Photo/video editor, Document viewer BatteryCapacity(Li-ion Non removable), 5000 mAh - 33W wired, 55% in 30 min (advertised)
VIEW MORE","['very good👍 phone📱', 'very good👍 phone📱', 'very good👍 phone📱']",Infinix Hot 30 8GB Ram 128GB Memory
91,,92,,"1 Year Brand Warranty
Display : 6.6"" Inch IPS LCD, 600 nits
OS : Android 13
Memory : 4GB RAM , 64GB & 128GB ROM
Processor : Octa-Core, Unisoc Tiger T612
Main Camera : 50 MP + 2 MP + 0.3 MP
Front Camera : 8 MP
Side-Mounted FingerPrint and FaceUnlock
Battery : 5000 mAh, non-removable
18W Fast Charging
PTA Approved
Specifications of Realme Narzo 50A Prime - 6.6"" Inch Display - 4GB RAM - 64GB & 128GB ROM
VIEW MORE","['Satisfied with seller, original product received with perfect safe packaging. Reviewing after using days. Very Happy with purchase, thank you daraz & seller.', 'Satisfied with seller, original product received with perfect safe packaging. Reviewing after using days. Very Happy with purchase, thank you daraz & seller.', 'Satisfied with seller, original product received with perfect safe packaging. Reviewing after using days. Very Happy with purchase, thank you daraz & seller.']","Realme Narzo 50A Prime - 6.6"" Inch Display - 4GB RAM - 64GB & 128GB ROM"
92,,93,,"BasicProcessorHelio P35
RAM4 GB
ROM64 GB
Battery5000 mAh (TYP)
ColorOrchid Blue, Cosmic Grey
Operating SystemFuntouch OS 13 (Android 13 edition)
DisplayScreen6.51 inches
Resolution1600 × 720 (HD+)
TypeLCD (IPS)
Touch ScreenCapacitive multi-touch
Digital CamerasCameraFront 5 MP / Rear 8 MP
ApertureFront f/2.2 (5 MP), rear f/2.0 (8 MP)
FlashRear flash
Scene ModesFace Beauty, Photo, Video, Time-Lapse
ConnectivityWi-Fi2.4 GHz / 5 GHz
BluetoothBluetooth 5.0
USBUSB 2.0
GPSSupported
OTGSupported
FMSupported
NetworkSIM Slot Type2 nano SIMs + 1 microSD
Standby ModeDual SIM Dual Standby (DSDS)
2G GSM850/900/1800MHz
3G WCDMAB1/B5/B8
CDMABC0
4G FDD-LTEB1/B3/B5/B7/B8/B20/B28
4G TDD-LTEB38/B40/B41
SensorsAccelerometerSupported
Ambient light sensorSupported
Proximity SensorSupported
MediaAudio PlaybackAAC, WAV, M4A, MP3, MP2, MP1, MIDI, OGG, APE, FLAC
Video PlaybackMP4, 3GP, AVI, TS, MKV, FLV
Video recordingMP4
Voice RecordingSupported
LocationQZSS, GPS, BeiDou, GLONASS, Galileo
Basic
Processor
Helio P35
RAM
4 GB
ROM
64 GB
Battery
5000 mAh (TYP)
Color
Orchid Blue, Cosmic Grey
Operating System
Funtouch OS 13 (Android 13 edition)
Display
Screen
6.51 inches
Resolution
1600 × 720 (HD+)
Type
LCD (IPS)
Touch Screen
Capacitive multi-touch
Digital Cameras
Camera
Front 5 MP / Rear 8 MP
Aperture
Front f/2.2 (5 MP), rear f/2.0 (8 MP)
Flash
Rear flash
Scene Modes
Face Beauty, Photo, Video, Time-Lapse
Connectivity
Wi-Fi
2.4 GHz / 5 GHz
Bluetooth
Bluetooth 5.0
USB
USB 2.0
GPS
Supported
OTG
Supported
FM
Supported
Network
SIM Slot Type
2 nano SIMs + 1 microSD
Standby Mode
Dual SIM Dual Standby (DSDS)
2G GSM
850/900/1800MHz
3G WCDMA
B1/B5/B8
CDMA
BC0
4G FDD-LTE
B1/B3/B5/B7/B8/B20/B28
4G TDD-LTE
B38/B40/B41
Sensors
Accelerometer
Supported
Ambient light sensor
Supported
Proximity Sensor
Supported
Media
Audio Playback
AAC, WAV, M4A, MP3, MP2, MP1, MIDI, OGG, APE, FLAC
Video Playback
MP4, 3GP, AVI, TS, MKV, FLV
Video recording
MP4
Voice Recording
Supported
Location
QZSS, GPS, BeiDou, GLONASS, Galileo
Specifications of vivo Y02t - 4GB RAM - 64GB ROM - 6.51"" Display - 5000mAh Battery
Brand Vivo SKU 427279605_PK-2028398545 Protection Not Specified Year Not Specified Number Of Cameras 2
What’s in the box 1 x Y02t, Documentation, USB Cable, USB Power Adapter, Eject Tool, Protective Film (applied)
VIEW LESS","[""mujha mera phone aj receive hua hai or bohot acha phone hai working100% I'm satisfied highly recommended"", ""mujha mera phone aj receive hua hai or bohot acha phone hai working100% I'm satisfied highly recommended"", ""mujha mera phone aj receive hua hai or bohot acha phone hai working100% I'm satisfied highly recommended""]","vivo Y02t - 4GB RAM - 64GB ROM - 6.51"" Display - 5000mAh Battery"
93,,94,,"1 Year Brand Warranty
Display : 6.56"" Inch IPS LCD, 700 nits
OS : Android 13
Memory : 6GB RAM , 128GB ROM
Processor : Powerful Octa-Core | MediaTek Helio G85
Main Camera : 50 MP + 2 MP
Front Camera : 8 MP
Battery : Li-Po 5000 mAh, non-removable
15W Fast Charging
Fingerprint (side-mounted) and FaceUnlock
PTA Approved
Specifications of Vivo Y17s - 6.56"" Inch Display - 6GB RAM - 128GB ROM
Brand No Brand SKU 434359810_PK-2083039016 Protection Not Specified Year Not Specified Number Of Cameras 3
What’s in the box 1xPhone 1xCharger 1xWarrantyCard
VIEW LESS",[],"Vivo Y17s - 6.56"" Inch Display - 6GB RAM - 128GB ROM"
94,,95,,"Redmi 12C
RAM: 4GB
ROM: 128GB
Official Brand Stock
1 Year Brand Warranty
Available in 4 colours
Product details of Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty
Redmi 12C
RAM: 4GB
ROM: 128GB
Official Brand Stock
1 Year Brand Warranty
Available in 4 colours
VIEW MORE","[""Alhamdulillah, With in 3 day's I have received same mobile which was selected by online given pictures.it was my 1st purchase by daraz and found excellent service.thanks,"", ""Alhamdulillah, With in 3 day's I have received same mobile which was selected by online given pictures.it was my 1st purchase by daraz and found excellent service.thanks,"", ""Alhamdulillah, With in 3 day's I have received same mobile which was selected by online given pictures.it was my 1st purchase by daraz and found excellent service.thanks,""]",Redmi 12C 4GB RAM + 128GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty
95,,96,,"4GB RAM, 64GB storage, 6.7” HD+ display: Bigger view of the things you love. Wherever, whenever. Triple-rear and selfie cameras powered by Camera from Google: Capture breath-taking scenic views, beautiful portrait images and stellar night shots. Comes with Android 12: More personal, secure and intuitive than ever before. Durable, reliable and efficient: Nokia phone build-quality with IP52 ingress protection and streamlined software. Be yourself for longer: Nokia C31 gives you the freedom to keep going from just a single charge, so you can stream, scroll, surf – you name it – for longer. It’s all thanks to 3-day battery life and AI-powered battery-saving features.
￼ ￼ ￼ ￼ ￼
Specifications of Nokia C31 - 4GB / 64GB - Smartphone with 6.75"" HD+ Display and 5050 mAh non-removable battery, 4GB RAM / 64GB ROM, Android 12 OS, 2 years quarterly security updates, 13MP triple rear and selfie cameras - PTA approved
Brand Nokia SKU 377693523_PK-1887139252 Protection Corning Gorilla Glass 5 Year Not Specified Number Of Cameras 3
What’s in the box 1 x Charger, 1 x Headset, 1 x Jelly Case, 1 x Quick Start Guide, 1 x Safety Booklet, 1 x Micro USB C","['received the parcel in appropriate condition. price is good seller was coperative. color size and sleakness of the mobile is kamaal. i hope it would work fine.', 'received the parcel in appropriate condition. price is good seller was coperative. color size and sleakness of the mobile is kamaal. i hope it would work fine.', 'received the parcel in appropriate condition. price is good seller was coperative. color size and sleakness of the mobile is kamaal. i hope it would work fine.']","Nokia C31 - 4GB / 64GB - Smartphone with 6.75"" HD+ Display and 5050 mAh non-removable battery, 4GB RAM / 64GB ROM, Android 12 OS, 2 years quarterly security updates, 13MP triple rear and selfie cameras - PTA approved"
96,,97,,"General FeaturesRelease Date2023-09-18SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions163.7 x 75.4 x 8.1 mmPhone Weight186 gOperating SystemAndroid 13, Funtouch 13DisplayScreen Size6.56 InchesScreen Resolution720 x 1612 PixelsScreen TypeIPS LCD, 700 nits (peak)Screen ProtectionN/AMemoryInternal Memory128 GBRAM6 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek MT6769 Helio G85 Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightN/AFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioFM radioWiFiYesNFCNo
General Features
Release Date 2023-09-18
SIM Support Dual SIM (Nano-SIM, dual stand-by)
Phone Dimensions 163.7 x 75.4 x 8.1 mm
Phone Weight 186 g
Operating System Android 13, Funtouch 13
Display
Screen Size 6.56 Inches
Screen Resolution 720 x 1612 Pixels
Screen Type IPS LCD, 700 nits (peak)
Screen Protection N/A
Memory
Internal Memory 128 GB
RAM 6 GB
Card Slot microSDXC (dedicated slot)
Performance
Processor Mediatek MT6769 Helio G85 Octa-core
GPU Mali-G52 MC2
Battery
Type 5000 mAh
Camera
Front Camera 8 MP
Front Flash Light N/A
Front Video Recording 1080p@30fps
Back Flash Light Yes
Back Camera 50 MP + 2 MP
Back Video Recording 1080p@30fps
Connectivity
Bluetooth Yes
VIEW MORE","['Best mobile highly recommend this seller 😃 thanks to seller and daraz ...time se pehly mil gya mobile....😇', 'Best mobile highly recommend this seller 😃 thanks to seller and daraz ...time se pehly mil gya mobile....😇']",Vivo Y17S || 6GB+6GB Ram 128GB Rom || 5000mAh Battery
97,,98,,"Order delivery will start from 30th May
Processor MediaTek Helio G99
RAM & ROM 8 GB + 256 GB (8GB Extended RAM)
Battery 4600 mAh (TYP)
Fast Charging 66W
Color Lavender Purple, Glory Black
Operating System Fun touch OS 13 Global
Screen 6.62-inch
Resolution 2400 × 1080 (FHD+)
Type AMOLED
Refresh Rate 120Hz
Camera Front 32 MP FF / Rear 64 MP OIS + 2 MP bokeh + 2 MP macro
Scene Modes Front: Night, Portrait, Photo, Video, Micro Movie, Double Exposure, Dual View, Live Photo Rear: Night, Portrait, Photo, Video, Micro Movie, 64 MP, Panorama, Documents, Slo-mo, Time-lapse, Pro, Double Exposure, Dual View, Live Photo
Fingerprint In-display fingerprint sensor
Processor MediaTek Helio G99
RAM & ROM 8 GB + 256 GB (8GB Extended RAM)
Battery 4600 mAh (TYP)
Fast Charging 66W
Color Lavender Purple, Glory Black
Operating System Funtouch OS 13 Global
Screen 6.62-inch
Resolution 2400 × 1080 (FHD+)
Type AMOLED
Refresh Rate 120Hz
Camera Front 32 MP FF / Rear 64 MP OIS + 2 MP bokeh + 2 MP macro
Scene Modes Front: Night, Portrait, Photo, Video, Micro Movie, Double Exposure, Dual View, Live Photo Rear: Night, Portrait, Photo, Video, Micro Movie, 64 MP, Panorama, Documents, Slo-mo, Time-lapse, Pro, Double Exposure, Dual View, Live Photo
Fingerprint In-display fingerprint sensor
Specifications of vivo V27e - 8GB RAM - 256GB ROM - 64MP OIS Camera - 120Hz Amoled Display - 66W Flash Charge
Brand SKU
VIEW MORE","['This is very very good quality Amazing Every Colour 80watt fast charger', 'This is very very good quality Amazing Every Colour 80watt fast charger', 'This is very very good quality Amazing Every Colour 80watt fast charger']",vivo V27e - 8GB RAM - 256GB ROM - 64MP OIS Camera - 120Hz Amoled Display - 66W Flash Charge
98,,99,,"General FeaturesRelease Date2023-05-27SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.06 × 76.17 × 8.07 mmPhone Weight202 gOperating SystemAndroid 13, Funtouch 13DisplayScreen Size6.64 InchesScreen Resolution1080 x 2388 pixelsScreen TypeIPS LCD, 90Hz, 650 nits (peak)Screen ProtectionnullMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessor2.4 Ghz Octa CoreGPUAdreno 610BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera16 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 2 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes (market/region dependent)
General Features
Release Date 2023-05-27
SIM Support Dual SIM (Nano-SIM, dual stand-by)
Phone Dimensions 164.06 × 76.17 × 8.07 mm
Phone Weight 202 g
Operating System Android 13, Funtouch 13
Display
Screen Size 6.64 Inches
Screen Resolution 1080 x 2388 pixels
Screen Type IPS LCD, 90Hz, 650 nits (peak)
Screen Protection null
Memory
Internal Memory 128 GB
RAM 8 GB
Card Slot microSDXC (dedicated slot)
Performance
Processor 2.4 Ghz Octa Core
GPU Adreno 610
Battery
Type Li-Po 5000 mAh, non-removable
Camera
Front Camera 16 MP
Front Flash Light No
Front Video Recording 1080p@30fps
Back Flash Light Yes
Back Camera 50 MP + 2 MP + 2 MP
Back Video Recording 1080p@30fps
Connectivity
Bluetooth Yes
3G Yes
4G/LTE Yes
5G No
Radio Yes
WiFi Yes
NFC Yes (market/region dependent)
Specifications of Vivo Y36 ROM 8 GB ROM 128 GB Front Camera 16 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable
Brand No Brand SKU 426880911_PK-2026142706 Protection Corning Gorilla Glass 1 Year Not Specified Number Of Cameras 2 Warranty Policy EN 1 Year Warranty Brand Warranty
What’s in the box 1 Mobile 1 Adapter 1 Cable
VIEW LESS",['i received my parsel and i am much more satified with seller and daraz products 🥰'],"Vivo Y36 ROM 8 GB ROM 128 GB Front Camera 16 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable"
99,,100,,"BuildOSAndroid 13 OS UIOneUI 5.1 Dimensions158.2 x 76.7 x 8.2 mm Weight202 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsLime, Graphite, Violet, White Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900
SIM2: GSM 850 / 900 / 1800 / 1900 3G BandHSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 4G BandLTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800), 38(2600), 40(2300), 41(2500) 5G BandSA/NSA/Sub6/mmWave ProcessorCPUOcta-core (4 x 2.4 GHz Cortex-A78 + 4 x 2.0 GHz Cortex-A55) ChipsetExynos 1380 (5 nm) GPUMali-G68 MP5
Display Technology Super AMOLED Capacitive Touchscreen, Multitouch  
Size 6.4 Inches  
Resolution 1080 x 2340 Pixels (~403 PPI)  
Extra Features 120Hz, 1000 nits (HBM)  
Memory Built-in 256GB Built-in, 8GB RAM  
Card microSDXC (uses shared SIM slot)  
Camera Main Quad Camera: 50 MP, f/1.8, (wide), PDAF, OIS + 12 MP, f/2.2, (ultrawide) + 5 MP, f/2.4, (macro), LED Flash  
Features panorama, HDR, Video (4K@30fps, 1080p@30/60fps, 720p@480fps)  
Front 32 MP, f/2.2, 26mm (wide), 1/2.8"", Video (4K@30fps, 1080p@30fps)  
Connectivity WLAN Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct  
Bluetooth v5.3 with A2DP, LE  
GPS Yes + A-GPS support & Glonass, BDS, GALILEO, BDS  
USB USB Type-C 2.0, OTG  
NFC Yes  
Data GPRS, EDGE, 3G (HSPA 42.2/5.76 Mbps), 4G LTE-A, 5G capable  
Features Sensors Accelerometer, Compass, Fingerprint (under display, optical), Gyro, Proximity, Virtual proximity sensing  
Audio Speaker Phone  
Browser HTML5  
Messaging SMS(threaded view), MMS, Email, Push Mail, IM  
Games Built-in + Downloadable  
Torch Yes  
Extra NFC Yes (market/region dependent), IP67 dust/water resistant (up to 1m for 30 mins), Photo/video editor, Document viewer  
Battery Capacity (Li-Po Non removable), 5000 mAh  
- Fast charging 25W wired  
Specifications of Samsung A54 , 8GB RAM 256GB RAM , 50MP Main Camera , 5000mAh Fast Charging
Brand No Brand SKU 431346051_PK-2056868627
VIEW MORE","['Excellent quality and service. Amongst accessories, only cable is present without charger in the pack. thanks daraz', 'Excellent quality and service. Amongst accessories, only cable is present without charger in the pack. thanks daraz']","Samsung A54 , 8GB RAM 256GB RAM , 50MP Main Camera , 5000mAh Fast Charging"
